WorkoutId,GenreIdList
1590,19
1590, 21
902,19
902, 20
1101,19
1092,23
1589,23
1592,19
1592, 22
1403,20
1594,25
1418,24
1148
1148
1002
1002
834
834
815
815
1671
1671
1595,19
1595, 20
1366
1366
1596,19
1596, 23
1597,20
1604,19
1603,20
1620,20
1543
1543
1600,22
1599,19
1599, 22
1631,20
1605,23
1622,19
1622, 22
1623,20
1672
1672
1635,19
1635, 20
1601
1601
1626,19
1625,21
1625, 104
1627,20
1575,19
1575, 20
1632,19
1632, 22
1658,23
1633,22
1645,20
1624,19
1624, 20
1646,20
1647,19
1674
1674
1636
1636
1630
1630
1649,20
1650,19
1651,22
1651, 104
1663,19
1663, 23
1598,21
1664,22
1664, 104
1634,21
1634, 23
1654,19
1654, 21
1654, 22
1655,19
1655, 20
1656,19
1656, 23
1665,19
1665, 23
1678
1678
1673,20
1682
1682
1683,22
1684,19
1666,23
1657,20
1685,23
1653,20
1680,21
1686,19
1686, 21
1686, 23
1659,19
1659, 20
1690,19
1690, 20
1774
1774
1660,22
1648,22
1802
1802
1712,22
1713,22
1714,20
1733,21
1733, 22
1733, 104
1669,23
1710,24
1692,19
1692, 20
1703,20
1703, 21
1689,19
1689, 21
1709,22
1709, 23
1691,19
1691, 104
1708,22
1708, 104
1717,20
1693,19
1711
1711
1687,20
1775
1775
1705,20
1732,20
1704,22
1702,21
1694,19
1694, 21
1791,19
1791, 21
1793,19
1793, 22
1720,22
1719,20
1729,19
1729, 22
1741,19
1741, 20
1741, 22
1776
1776
1722,19
1722, 22
1661,19
1667,20
1738,23
1723
1723
1743,23
1744,19
1744, 20
1745,21
1730,25
1731,19
1731, 22
1797,19
1797, 21
1797, 104
1796,24
1725,19
1725, 20
1740,22
1798,19
1798, 20
1668,19
1668, 20
1668, 22
1668, 104
1777
1777
1718,20
1697,19
1697, 20
1697, 22
1815
1815
1739,19
1739, 20
1800,23
1727,21
1728,19
1726,21
1746,20
1736,19
1736, 20
1809,20
1698,19
1806,24
1807,20
1825,22
1824,19
1823,19
1814,19
1814, 23
1808,21
1808, 22
1750,20
1721,21
1860
1860
1749,19
1749, 22
1792,19
1792, 21
1799,19
1799, 22
1877
1877
1822,20
1724,19
1724, 20
1724, 25
1629,21
1829
1829
1820,20
1696,19
1696, 22
1817,21
1826,19
1826, 22
1826, 23
1818,20
1747,19
1747, 22
1803,20
1681,19
1681, 22
1821,20
1861
1861
1801,20
1804,22
1830,19
1830, 22
1805,20
1748,22
1707,20
1819,19
1827,21
1811,20
1831,19
1831, 20
1852,24
1851,20
1851, 25
1862
1862
1850,22
1865
1865
1839,20
1833,19
1833, 20
1834
1834
1849,19
1849, 21
1853,22
1838,19
1838, 20
1688,22
1688, 23
1832,20
1848,22
1848, 23
1846,19
1846, 20
1858,19
1858, 20
1855,19
1855, 20
1859
1859
1857,22
1854,19
1854, 22
1856,20
1906,22
1960
1960
1837,22
1837, 23
1899,24
1836,19
1868,20
1835
1835
1902
1902
1869,19
1869, 22
1866,19
1866, 21
1866, 22
1706,19
1706, 104
1870,19
1870, 22
1874,19
1874, 21
1828,20
1872,19
1872, 20
1873,21
1873, 22
1878,19
1876,20
1879,19
1879, 21
1968
1968
1880,19
1880, 20
1875,21
1882,22
1881,20
1652,19
1652, 20
1883,19
1883, 20
1883, 22
1907,19
1907, 22
1908,20
1911,20
1909,19
1909, 20
1952
1952
1910,20
1913,19
1913, 23
1928,19
1928, 20
1918,21
1915
1915
1921,20
1921, 22
1914
1914
1929,22
1919,19
1926,19
1926, 20
1847,20
1930,21
1935,19
1997,21
1920,20
1925,19
1934,20
1916,23
1933,21
1927,19
1927, 104
1961
1961
1932
1932
1936,19
1936, 22
1931,20
1912,19
1912, 22
1970,20
1922,20
1990
1990
1942,24
1996,104
1923,22
1962
1962
1950,20
1940,19
1940, 20
1938,19
1938, 21
1938, 22
1938, 104
1945,19
1945, 20
1971
1971
1871,22
1989,20
1948,20
1939,20
1939, 21
1939, 23
1949,21
1947,19
1947, 22
1943,25
1941,21
1973,19
1973, 22
1973, 23
1956,20
1957,19
1957, 22
1946,19
1946, 23
1969
1969
1958,22
2017
2017
1972,19
1972, 20
1959,19
1959, 20
1982,19
1976,104
1981,19
1981, 21
1980,24
1983,20
1953,19
1953, 20
1951,21
2016
2016
1988,20
1986,19
1986, 20
1984,21
1987,22
1994,22
1994, 104
1975,104
1995,19
1995, 22
1917,20
1991,19
1991, 20
2043
2043
1985,20
1977,20
1993,20
1944,20
2010,19
2010, 20
1937,19
1937, 104
2009,19
2009, 21
2008,19
2008, 22
1999,22
2007,19
2007, 20
2021
2021
2012,20
2020,19
2020, 21
1998,19
1998, 20
1998, 22
2040
2040
2011,19
2011, 20
1978,20
1979,23
2022,20
2024,20
2026
2026
2027,19
2027, 20
2023,23
2047,20
2028,21
2028, 22
2025,19
2025, 22
2025, 23
2045,20
2123
2123
2035,19
2034,20
2033,22
2033, 23
2032,19
2032, 22
2037,21
2051,19
2051, 20
2038,19
2128,23
2079,20
2049,19
2049, 22
2036,20
2030,19
2030, 25
2044,21
2093,20
2048,19
2048, 23
2031,19
2031, 21
2031, 22
2031, 104
2054
2054
1992
1992
2055,21
2073,19
2073, 22
2063,19
2063, 21
2067,19
2067, 20
2046,20
2064,20
2096
2096
2060,19
2056
2056
2058,20
2053,22
2059,19
2130
2130
2057,20
2068,21
2068, 104
2077,19
2077, 23
2077, 104
2076
2076
2075
2075
2095,19
2115,19
2115, 20
2074,22
2133,19
2133, 20
2155
2155
2082,19
2109,19
2109, 20
2052,23
2089
2089
2157,22
2157, 23
2083,20
2081,19
2081, 20
2080,19
2084,22
2029,19
2029, 22
2091,20
2091, 22
2085,19
2085, 20
2069,20
2090,20
2102,19
2061,19
2086,19
2086, 20
2086, 22
2072
2072
2088,20
2200,21
2062,19
2156
2156
2078,19
2078, 22
2092,21
2092, 104
2164,19
2164, 20
2164, 21
2165,19
2165, 21
2173,19
2173, 20
2173, 23
2104
2104
2168,19
2168, 20
2201,19
2201, 22
2112,19
2112, 20
2101,23
2122,19
2087,21
2087, 23
2111,20
2100,19
2100, 21
2065,22
2065, 23
2119,20
2170,22
2108,19
2202,20
2117,19
2066,20
2094,19
2094, 20
2175,20
2167,19
2167, 20
2106,21
2103
2103
2097,20
2071,19
2071, 20
2071, 21
2071, 104
2209
2209
2210
2210
2050,19
2050, 20
2121
2121
2110,19
2110, 22
2203,19
2113,19
2113, 20
2113, 22
2116,19
2120,19
2120, 22
2107,20
2166,22
2166, 23
2193,19
2193, 20
2171,19
2171, 22
2176
2176
2098,21
2177,20
2204,20
2208
2208
2185,19
2191,19
2191, 20
2174,19
2189,19
2189, 20
2118,22
2118, 104
2183,19
2183, 21
2178,20
2178, 23
2180,23
2190,24
2195,19
2205,19
2205, 20
2225
2225
2214,19
2214, 20
2184,20
2188
2188
2187,20
2196,19
2196, 20
2197
2197
2194,19
2194, 22
2181,19
2181, 20
2182,19
2182, 22
2192,20
2216,19
2216, 22
2215,20
2217,20
2218,19
1715,20
2220,19
2220, 20
2234
2234
2260,19
2260, 20
2237,19
2237, 20
2223,19
2223, 20
2243,20
2224,19
2224, 22
2240,21
2221,19
2221, 21
2114,20
2228,21
2250,19
2250, 22
2233
2233
2242,19
2227,19
2235,20
2070,19
2070, 20
2308
2308
2255,19
2255, 23
2277,19
2277, 22
2241,19
2241, 104
2262,20
2248,22
2245
2245
2251,19
2251, 20
2323,22
2246,19
2273,19
2273, 20
2252,19
2252, 104
2257,20
2158,20
2258,19
2258, 20
2263,19
2236,19
2236, 22
2261,19
2261, 22
2319
2319
2256,21
2254,19
2266,19
2253,20
2267,22
2267, 23
2267, 104
2265,22
2264
2264
2249,21
2272,21
2320,19
2320, 20
2268,19
2268, 23
2269,19
2269, 23
2276,19
2276, 20
2275,19
2321,19
2321, 20
2274,19
2274, 22
2283,19
2283, 20
2279,19
2279, 22
2271,20
2281,20
2281, 21
2282,19
2280
2280
2270,19
2270, 22
2278,20
2278, 25
2464
2464
2287,20
2169,19
2289,20
2288,20
2290,21
2285,20
2293,19
2099,19
2099, 104
1753
1753
2304,21
2465
2465
2295,19
2295, 23
2296
2296
2294,19
2239,19
2297,20
2298,20
2299,21
2363,19
2340,19
2340, 22
2302,19
2302, 22
2186,22
2186, 25
2303,19
2303, 23
2305,19
2336,21
2259,22
2259, 23
2301,20
2318,19
2317,25
2306,19
2306, 20
2315,19
2315, 21
2291,20
2313,19
2313, 23
2314,19
2466
2466
2316
2316
2342,20
2312,22
2339,20
2286,20
2337,19
2337, 22
2341,19
2357,20
2345
2345
2325,19
2325, 22
2172,19
2350,22
2362,19
2360,20
2327,19
2327, 20
2382,19
2382, 22
2348,19
2349,22
2365,20
2353,19
2361,19
2356,104
2563
2563
2332,23
2238,20
2359
2359
2328,21
2355,23
2351,20
2346,20
2331,19
2331, 22
2402,23
2403,21
2330,22
2398,19
2358,20
2373,20
2431,104
2369,24
2179,21
2343,19
2343, 20
2468
2468
2564
2564
2370,20
2429,23
2371,20
2371, 22
2374
2374
2372,20
2372, 25
2300,24
2322,24
2377,20
2376,104
2333,21
2381,22
2367,19
2383,104
2565
2565
2385,19
2385, 20
2391,19
2391, 21
2380,25
2386,20
2384,19
2388,20
2387,20
2390
2390
2392,20
2394,20
2393
2393
2399,19
2396,19
2396, 23
2397,19
2366,20
2400,20
2395,22
2395, 104
2401,19
2401, 21
2425,21
2572
2572
2379,19
2379, 21
2411,19
2411, 22
2414
2414
2413,19
2413, 20
2412,20
2445
2445
2432,20
2329,21
2416
2416
2417,19
2415,19
2415, 22
2418,19
2418, 20
2421,20
2446
2446
2430
2430
2422,22
2444
2444
2427,21
2389,19
2389, 104
2491,19
2491, 20
2428,20
2419,19
2490,22
2426
2426
2492,21
2423,19
2423, 22
2493,21
2489,22
2364,19
2582
2582
2499,19
2501
2501
2338,19
2497,20
2354,19
2354, 20
2496,22
2498,20
2505,20
2344,21
2506,20
2368,19
2368, 22
2519,20
2509
2509
2666
2666
2508,19
2292,25
2449,20
2449, 23
2540
2540
2543,19
1075,19
1075, 22
2424,20
2495,24
2378,20
2500,19
2500, 21
2433
2433
2347,23
2494,104
2504,19
2504, 23
2503,20
2502,19
2510,24
2511,22
2512,19
2520,21
2513,19
2513, 20
2515,20
2535,24
2517,19
2517, 22
2518,19
2352,20
2524
2524
2534,23
2420,19
2420, 20
2733
2733
2522,21
2526,20
2527,20
2525,21
2528,19
2528, 20
2528, 21
2528, 22
2528, 23
2532,19
2532, 20
2539,19
2539, 20
2538,19
2533,22
2537,21
2448,19
2536,20
2531,20
2734
2734
2542,22
2541,20
2546,22
2547,104
2549,19
2544,19
2545,19
2545, 20
2548,19
2551,19
2551, 20
2550,19
2556
2556
2555,20
2554,19
2586,19
2585,22
2585, 23
2440,22
2587,19
2587, 22
2588,20
2405,22
2407,19
2408,19
2406,19
2406, 21
2409,19
2410,19
2410, 22
2530,21
2530, 23
2521,20
2516,19
2516, 21
2529,20
