SN ID,SN ID (from Songs),SN ID (from Locations)
1288,1125,95
1290,276,92
1290,1001,44
1290,604,94
1290,603,47
1290,1412,58
1290,1566,50
1308,500,34
1308,424,55
1308,1847,82
1308,1846,108
1308,912,84
1336,1237,16
1325,1854,69
1325,1856,59
1325,1859,73
1325,1857,95
1325,1858,48
1325,1855,101
1303,1250,100
1303,1456,54
1304,1524,13
1304,1525,38
1305,350,76
1305,828,67
1320,1582,9
1320,1852,105
1320,329,94
1320,584,99
1320,913,41
1320,399,2
1289,698,61
1289,1842,74
1289,1843,50
1289,1841,103
1289,1690,33
1289,1840,116
1326,972,37
1326,1871,90
1326,1162,75
1326,337,29
1326,1872,100
1326,840,79
1312,731,93
1312,1450,47
1312,1455,77
1312,544,62
1312,1033,32
1312,915,46
1301,1865,78
1301,1849,87
1301,1394,45
1301,1848,80
1301,550,107
1301,802,89
1307,1891,8
1307,1860,91
1307,1867,3
1307,1868,98
1307,1866,56
1335,1226,52
1292,1438,54
1292,1442,90
1294,252,113
1294,163,73
1293,751,111
1293,339,53
1287,1767,118
1287,1820,29
1287,1211,48
1287,863,98
1287,1419,34
1287,289,91
1286,1822,75
1286,1649,115
1286,1818,70
1286,1761,2
1286,1722,106
1286,1819,87
1285,1827,46
1285,1828,66
1285,1829,45
1285,1575,32
1285,1070,101
1285,1830,67
1281,805,107
1281,1844,62
1281,1845,64
1281,1824,8
1281,1825,52
1258,1744,41
1258,1677,105
1258,1515,78
1258,1594,97
1258,1816,99
1258,1163,74
1276,1461,35
1276,1808,109
1276,1806,72
1276,1267,6
1276,1807,63
1276,843,86
1334,1224,60
1274,1202,89
1274,1201,84
1273,1602,82
1273,1601,56
1272,1274,50
1272,1275,75
1271,972,61
1271,1798,106
1271,378,87
1271,138,8
1271,756,107
1271,1799,55
1268,1518,69
1268,1790,100
1268,1791,13
1268,1634,92
1268,1780,112
1268,1504,90
1264,626,37
1264,1792,70
1264,1809,2
1264,1793,93
1264,1463,44
1264,1666,80
1257,1424,71
1257,1801,29
1257,1802,41
1257,816,20
1257,1425,17
1257,807,55
1267,1486,28
1267,1789,51
1267,493,110
1267,484,40
1267,1120,1
1267,1788,32
1333,1207,115
1256,941,33
1256,916,118
1256,1457,68
1256,1046,16
1256,417,38
1256,1635,17
1256,1650,67
1256,1637,52
1256,1636,45
1256,1586,101
1256,1794,65
1256,1440,27
1256,1800,54
1255,1610,73
1255,1272,81
1254,1389,64
1254,1298,108
1253,61,95
1253,102,62
1192,855,84
1192,1686,56
1192,839,11
1192,1685,6
1192,986,111
1192,205,98
1252,437,46
1252,1796,60
1252,1368,26
1252,1795,42
1252,1127,48
1252,1036,77
1252,1734,28
1252,1785,79
1162,951,27
1162,1668,113
1162,450,99
1162,1274,18
1162,920,95
1162,1669,97
1251,922,82
1251,1206,59
1251,1558,66
1251,1160,20
1251,637,91
1245,1349,73
1245,1761,99
1245,1763,106
1245,1422,62
1245,1012,101
1284,74,43
1221,1370,47
1221,1770,75
1221,1771,41
1221,1772,97
1221,1773,11
1221,1774,105
1228,1597,5
1228,1598,16
1230,553,78
1230,746,35
1227,1496,77
1227,1498,28
1226,1787,86
1226,1786,53
1226,524,109
1226,763,3
1226,835,79
1225,1676,74
1225,1782,48
1225,1041,107
1225,1366,78
1225,1781,103
1225,1665,97
1270,1649,95
1270,1817,46
1270,1805,98
1270,297,32
1270,1547,62
1194,133,29
1194,1714,81
1194,1713,106
1194,580,75
1194,402,41
1194,1307,110
1199,1717,115
1199,1718,80
1199,1525,38
1199,1719,28
1199,1503,100
1199,168,90
1283,469,113
1250,740,46
1250,1783,54
1250,1637,25
1250,1651,42
1250,1784,17
1218,448,2
1218,1100,92
1216,528,11
1216,858,79
1217,1095,74
1217,1105,61
1215,653,32
1215,1706,8
1215,296,66
1215,298,34
1215,510,52
1222,1776,69
1222,1777,18
1222,853,115
1222,1371,45
1222,1599,67
1222,1778,65
1222,970,60
1214,1754,28
1214,1388,87
1214,1755,58
1214,840,53
1214,1231,109
1214,1533,90
1223,776,13
1223,1768,59
1223,1769,27
1223,237,5
1223,1031,68
1223,206,113
1211,1797,50
1211,1736,99
1211,1752,37
1211,1737,93
1211,1738,86
1193,1702,58
1193,1705,66
1193,1704,5
1193,1711,60
1193,1712,42
1193,1386,52
1282,775,106
1185,955,37
1185,954,50
1187,1097,33
1187,1098,105
1186,898,73
1186,595,101
1212,623,69
1212,1747,54
1212,615,26
1212,1187,71
1212,459,29
1212,1748,112
901,1283,64
901,1715,108
901,641,82
901,745,55
901,329,107
901,842,84
1189,1696,2
1189,1697,113
1189,667,87
1189,1698,100
1189,1699,44
1189,1700,80
1195,1729,48
1195,1731,89
1195,1730,34
1195,1732,91
1195,859,46
1197,1261,13
1197,1724,115
1197,1722,16
1197,1742,94
1197,1723,60
1280,1348,41
1231,1757,33
1231,1758,68
1231,1759,44
1231,801,8
1231,1491,35
1231,1760,81
1183,355,35
1183,747,55
1184,598,59
1184,1330,16
1174,1108,62
1174,1387,89
1188,788,86
1188,1720,35
1188,834,109
1188,1721,20
1188,468,61
1188,1210,104
1191,437,69
1191,73,95
1191,1457,18
1191,917,27
1191,566,101
1191,1709,67
1191,544,17
1191,1310,73
849,332,60
849,725,41
849,276,43
849,432,45
849,1000,16
849,323,33
1182,1106,9
1182,1687,70
1182,1688,103
1182,1689,61
1182,913,81
1182,441,93
1153,1676,44
1153,1678,94
1153,1679,98
1153,1677,75
1153,848,6
1145,845,98
1145,1287,20
1145,1626,111
1145,1628,56
1145,1627,1
1145,1625,79
1204,1184,112
1180,886,76
1180,887,65
1171,261,106
1171,273,66
1157,381,77
1157,974,63
1164,439,72
1164,1708,80
1164,1683,87
1164,1602,64
1164,1320,79
1164,401,11
1210,1089,91
1210,1398,20
1210,1739,58
1210,878,44
890,1060,103
890,339,108
890,751,89
890,205,48
890,237,18
890,158,75
1181,1246,32
1181,1691,52
1181,1690,112
1181,1174,68
1181,1707,92
1181,814,41
1161,1512,71
1161,1674,46
1161,302,60
1161,1103,65
1161,1091,45
1161,975,17
1161,606,28
1161,1673,62
1159,740,101
1159,1637,34
1159,1650,52
1159,1635,40
1159,1646,42
1159,1636,67
1203,1302,5
1156,1420,58
1156,1419,78
1158,1041,74
1158,634,2
1166,1181,64
1166,1166,109
1155,373,47
1155,1270,112
1155,828,16
1155,1132,100
1155,1312,73
1155,1456,90
1154,1656,81
1154,1657,29
1154,1658,105
1154,551,43
1154,864,92
1154,1659,61
1160,1661,84
1160,1662,6
1160,1671,55
1160,1137,28
1160,1664,80
1160,1665,87
1152,374,33
1152,1672,8
1152,1140,91
1152,139,82
1152,869,48
1152,346,17
1202,1648,110
1150,1107,86
1150,1667,50
1150,724,107
1150,1681,37
1150,1680,97
1150,1647,110
1146,1261,69
1146,1381,42
1146,1251,3
1146,1382,25
1146,1383,26
1146,390,54
1141,710,13
1141,348,75
1143,1306,32
1143,1051,94
1142,1293,79
1142,1352,60
1140,578,103
1140,311,35
1140,1654,78
1140,1082,74
1140,1057,44
1140,1655,97
1139,1632,70
1139,1633,41
1139,171,27
1139,1634,5
1139,239,68
1138,942,59
1138,1126,95
1138,211,67
1138,1377,73
1138,765,45
1138,927,76
1138,978,54
1137,325,33
1137,1624,47
1137,1623,90
1137,323,38
1137,730,101
1137,663,65
1136,1435,53
1136,1631,72
1136,1630,6
1136,1629,63
1136,519,11
1136,1436,109
1135,1640,99
1135,1641,18
1135,1642,77
1135,1643,105
1135,1644,20
1135,1645,62
1201,1226,34
1133,938,27
1133,1186,100
1132,1468,80
1132,1470,87
1131,1323,17
1131,1111,28
1127,1638,89
1127,1619,98
1127,707,104
1127,1618,58
1127,1066,37
1127,416,48
1097,1401,111
1097,1617,46
1097,1334,107
1097,1404,55
1097,1333,45
1097,1172,41
1097,1402,66
1097,1171,32
1097,1331,52
1097,1405,91
1097,1159,56
1097,1335,16
1097,1173,34
1126,619,2
1126,605,86
1126,317,92
1126,1608,50
1126,1607,33
1126,1416,61
1125,1264,52
1125,1610,8
1125,1609,9
1125,1616,106
1125,1272,82
1125,1271,65
1124,1622,29
1124,388,94
1124,1611,75
1124,1614,68
1124,1615,105
1124,1441,69
1200,1224,33
1123,984,43
1123,1565,80
1123,1566,74
1123,1567,64
1123,1568,109
1121,1620,44
1121,1255,81
1122,1164,73
1122,570,95
1120,1440,67
1120,1175,60
1109,731,45
1109,252,66
1109,1350,101
1109,163,47
1109,1452,13
1109,1519,18
1118,1368,79
1118,1205,54
1118,1621,26
1118,280,1
1118,1426,3
1118,1313,11
1118,1208,56
1118,808,51
1108,1188,5
1108,1596,93
1108,1598,59
1108,1599,70
1108,1597,78
1107,1595,6
1107,1593,37
1107,1591,87
1107,266,81
1107,1592,97
1107,1594,99
1106,1582,35
1106,1252,103
1106,1585,92
1106,1584,33
1106,1583,20
1106,811,106
1074,1244,77
1074,1586,16
1074,1587,69
1074,1588,63
1074,1589,76
1173,1207,100
1105,1052,95
1105,1035,73
1104,1418,53
1104,657,104
1103,990,60
1103,1112,65
1095,1570,35
1095,1141,62
1095,549,107
1095,768,28
1083,1527,70
1083,1528,106
1083,1529,33
1083,1530,69
1083,1531,18
1083,1532,95
1102,855,108
1102,1601,8
1102,1602,3
1102,1088,72
1102,170,38
1102,935,11
1094,439,104
1094,1562,48
1094,1152,34
1094,779,79
1094,1161,109
1101,1168,58
1101,1146,17
1101,1577,91
1101,1580,32
1101,1579,27
1101,497,64
1101,1578,74
1075,1537,66
1075,547,46
1075,1538,63
1075,1541,99
1075,1540,65
1148,74,98
1050,256,64
1050,1507,6
1050,1506,78
1050,1316,97
1050,1559,28
1050,1394,61
1050,995,94
1050,792,55
1050,1203,48
1050,1560,38
1050,1561,54
1050,1508,20
1050,1201,11
1092,767,2
1092,1101,44
1092,1547,87
1092,508,9
1092,447,50
1092,1548,75
1091,1518,8
1091,1558,56
1091,777,98
1091,1036,84
1091,923,82
1091,353,108
1076,947,81
1076,1545,47
1076,1546,27
1076,1294,5
1076,841,59
1076,1549,29
1086,1461,103
1086,1143,91
1086,836,61
1086,752,50
1086,664,109
1090,1572,68
1090,160,80
1090,185,105
1090,61,70
1090,1340,18
1090,102,94
1066,933,107
1066,1573,62
1066,473,45
1066,1574,74
1066,481,17
1066,1575,67
1066,1576,52
1129,469,99
1072,603,35
1072,260,77
1069,1013,101
1069,263,65
1071,1290,58
1071,976,78
1068,1049,32
1068,1543,76
1068,1509,73
1068,167,92
1068,1542,13
1068,1124,16
873,621,104
873,638,79
873,938,42
873,153,11
873,937,26
873,391,60
1055,1104,9
1055,1501,68
1055,1505,29
1055,1502,90
1055,1503,38
1055,1504,100
1065,1512,47
1065,318,97
1065,1513,2
1065,1042,80
1065,1514,48
1065,1515,37
1067,1516,107
1067,1105,6
1067,1320,54
1067,751,44
1067,1533,87
1073,1521,76
1073,1524,75
1073,1526,46
1073,1522,72
1073,1523,56
1073,1525,90
1110,775,38
1053,959,93
1053,962,86
1051,1138,67
1051,1397,52
1052,1380,8
1052,1379,41
1063,941,17
1063,443,28
1063,922,82
1063,1510,79
1063,764,66
1063,1135,92
977,325,64
977,726,34
977,1232,94
977,730,72
977,601,32
977,1291,89
1064,1518,73
1064,1125,95
1064,1206,60
1064,64,5
1064,1495,45
1049,1008,16
1049,1491,81
1049,1492,33
1049,743,74
1049,1373,80
1049,742,75
1049,1493,27
1048,1486,46
1048,1487,77
1048,1488,47
1048,1489,13
1048,491,90
1048,1490,54
1047,1496,35
1047,1497,44
1047,1498,105
1047,1499,103
1047,1500,50
1089,1348,67
1041,999,58
1041,1256,78
1043,1375,52
1043,1377,17
1042,442,97
1042,596,59
1046,1022,69
1046,1010,98
1046,817,104
1046,1368,79
1045,1261,91
1045,1456,101
1045,531,62
1045,1250,28
1045,287,32
1040,1461,87
1040,1462,75
1040,468,61
1040,1463,99
1040,1464,41
1040,1048,37
1039,1482,95
1039,1465,70
1039,1483,27
1039,393,18
1039,773,94
1039,1484,74
1038,1473,33
1038,1468,80
1038,1469,105
1038,1470,44
1038,1471,81
1037,1244,16
1037,1457,5
1037,1458,92
1037,292,63
1037,1480,38
1030,1184,66
1019,192,103
1019,176,79
1020,1194,67
1020,1192,101
1021,1109,50
1021,1075,99
1017,653,48
1017,267,41
1017,1177,62
1017,1266,28
1017,989,8
1017,848,61
1017,481,34
1017,774,6
1036,1435,84
1036,835,1
1036,891,98
1036,1063,25
1036,519,3
1036,1436,11
1035,1437,35
1035,1146,32
1035,1433,76
1035,497,62
1035,1179,45
1035,168,17
995,1451,47
995,1452,93
995,1453,94
995,1454,13
995,1455,69
1016,740,100
1016,1438,90
1016,1439,77
1016,1440,28
1016,1441,60
1016,1442,54
1015,1444,66
1015,1448,70
1015,1445,68
1015,1446,75
1015,1447,92
1015,1449,73
1029,1302,97
1011,1131,18
1011,566,5
1010,738,59
1010,742,33
1009,1182,45
1009,293,64
1012,1198,69
1012,1147,95
1012,1100,2
1012,814,78
1012,1274,80
1012,102,73
1012,646,17
996,1283,74
996,1421,92
996,398,45
996,1420,65
996,806,67
996,1419,52
1008,984,72
1008,1417,38
1008,1418,44
1008,654,87
1008,897,104
1008,658,20
1013,1424,46
1013,1422,40
1013,1425,1
1013,1426,82
1013,1427,26
1013,1428,11
994,466,47
994,1415,81
994,987,50
994,1416,94
994,793,99
994,862,93
1028,1237,64
984,1390,32
984,1431,62
984,1389,68
984,1298,75
989,879,103
989,892,55
990,638,29
990,232,13
991,367,86
991,687,63
987,1410,6
987,1411,104
987,1412,58
987,1413,91
987,642,56
987,425,98
987,1161,84
986,1089,33
986,1397,60
986,859,66
986,1396,77
986,1398,100
986,866,54
988,1283,37
988,1408,97
988,1039,28
988,1414,35
988,1055,90
985,1392,61
985,550,102
985,1394,34
985,1393,87
985,1395,46
993,1401,53
993,1407,89
993,1402,66
993,1404,42
993,1403,1
993,1405,79
1025,1226,73
983,941,13
983,376,29
983,109,18
983,838,70
983,799,59
983,917,16
981,973,91
981,395,56
980,780,93
980,64,5
979,910,48
979,909,20
978,1215,63
978,1137,6
978,1387,37
978,264,79
978,607,82
978,729,80
978,1388,77
978,430,47
1007,767,74
1007,1176,8
1007,450,75
1007,555,44
1007,191,34
1007,970,78
976,711,55
976,1378,103
976,1379,86
976,1380,98
976,415,72
975,1230,65
975,1375,101
975,1068,17
975,1376,32
975,1377,62
851,363,76
851,1175,42
851,1185,3
851,996,90
851,1187,79
851,1186,54
967,1370,99
967,1372,41
967,1371,45
967,1374,89
967,1373,102
1002,1224,101
944,992,46
944,695,64
943,1172,34
943,1173,56
929,206,92
929,1037,68
966,1368,54
966,818,3
966,1112,26
966,807,1
966,1208,11
965,950,94
965,440,44
965,916,27
965,239,67
965,1087,28
965,934,79
965,1122,38
965,62,82
965,417,65
965,868,101
964,1364,74
964,850,33
964,1366,87
964,1367,50
964,309,8
964,1255,97
963,1349,62
963,1293,42
963,1350,40
963,1032,52
963,1519,67
963,1352,101
962,1347,95
962,1343,78
962,1342,16
962,1344,64
962,1345,81
962,1341,61
1001,1207,71
961,1353,69
961,1354,100
961,1005,59
961,1356,80
961,1355,45
959,1048,28
959,834,35
958,945,93
958,394,18
960,646,67
960,1091,65
942,622,9
942,317,94
942,1097,75
942,783,38
942,1086,6
942,976,44
942,1088,79
941,762,90
941,1339,100
941,160,68
941,744,61
941,1340,70
941,954,99
940,932,58
940,1337,53
940,1338,91
940,1336,56
940,880,84
940,1166,17
939,400,69
939,1328,16
939,598,5
939,1329,66
939,1330,95
939,1175,32
938,1332,45
938,1333,52
938,1334,73
938,1335,27
938,1331,60
1000,74,17
896,1324,50
896,1242,92
896,1325,33
896,1327,80
896,1326,44
896,1241,72
852,1077,81
852,1080,61
927,729,43
927,727,97
928,378,90
928,436,41
926,500,35
926,1304,51
926,149,34
926,1305,98
926,1209,28
936,1090,81
936,957,37
936,751,82
936,849,74
936,1095,6
936,1321,87
936,1257,80
936,908,56
936,1320,38
936,568,20
936,1105,48
936,1231,79
936,1161,11
925,857,86
925,1164,33
925,375,93
925,931,46
925,797,8
924,924,45
924,1306,32
924,1051,60
924,1307,62
924,1308,77
924,1309,66
923,1315,99
923,1310,95
923,1312,27
923,1153,73
923,1313,54
922,1024,94
922,1316,87
922,1317,78
922,1318,29
922,1319,55
999,469,9
916,1174,70
916,1163,5
917,474,13
917,768,41
945,1190,64
945,1155,67
870,907,62
870,865,69
870,1077,75
870,299,89
870,295,58
870,860,78
813,938,77
813,611,42
813,612,65
813,613,1
813,615,79
921,1301,50
921,1295,60
921,2134,67
921,1298,52
907,578,90
907,1289,44
907,1290,81
907,1275,18
907,1291,74
907,1292,54
915,437,59
915,1179,66
915,1294,92
915,1127,27
915,272,29
915,255,95
906,1285,6
906,1278,98
906,1279,91
906,1280,56
906,1281,34
949,775,74
918,1165,16
918,1133,73
904,774,72
904,554,48
826,520,82
826,1062,54
897,374,37
897,1141,47
897,1287,13
897,1322,66
897,1323,63
897,1111,89
902,618,2
902,1276,75
902,541,74
902,372,69
902,662,80
902,1277,90
937,363,34
937,237,5
937,233,60
937,168,38
937,1122,11
937,158,82
900,649,18
900,1274,92
900,901,73
900,543,68
900,999,94
900,1275,97
898,984,20
898,1265,41
898,1266,6
898,1267,34
898,1268,79
898,885,54
952,1348,27
899,1264,47
899,1262,16
899,1270,95
899,1271,8
899,1272,45
899,1269,61
889,1147,32
889,1121,46
903,1151,77
903,1092,79
905,1039,37
905,744,38
886,1246,17
886,508,76
886,919,65
886,297,27
886,921,67
886,510,52
894,1024,55
894,1255,81
894,634,78
894,875,8
894,1256,44
894,314,35
894,957,53
894,1257,58
895,947,76
895,1252,48
895,1253,62
895,1099,89
895,1254,67
891,1259,70
891,1238,50
891,1240,75
891,1239,80
891,1247,97
888,1261,77
888,1250,40
888,1248,42
888,612,25
888,1249,26
888,1251,79
884,660,37
884,1232,69
884,1233,64
884,1234,33
884,723,44
884,1235,28
816,1184,93
893,416,35
893,371,72
892,573,87
892,396,93
854,342,43
854,1056,90
883,855,9
883,1231,6
883,1227,1
883,338,84
883,986,91
883,843,56
887,1230,74
887,1228,70
887,1070,93
887,930,5
887,928,59
853,1090,80
853,395,28
853,1084,64
853,863,44
853,610,58
853,858,82
777,731,47
777,831,95
777,782,68
777,780,73
777,269,62
777,1032,65
777,1127,67
777,841,46
777,828,83
777,945,75
777,944,18
777,1135,27
777,783,90
879,1476,94
879,1477,87
879,1479,41
879,1478,86
879,1218,43
875,1215,63
875,1210,8
875,1211,55
875,863,78
875,1209,20
875,1216,11
909,1302,51
871,1073,45
871,1074,34
877,1036,82
877,1031,61
874,916,60
874,917,54
878,942,59
878,921,27
878,1068,66
878,1163,5
878,481,46
878,889,32
869,988,35
869,264,44
869,431,87
869,260,38
869,301,17
668,941,60
668,1164,59
668,898,76
668,595,69
668,900,16
668,593,27
858,1206,54
858,1208,77
858,1205,1
858,215,3
858,1204,11
857,1198,45
857,1196,62
857,1192,13
857,1194,65
857,1193,60
882,1237,47
850,1199,78
850,1203,84
850,1201,82
856,1068,29
856,978,28
855,702,80
855,1057,94
827,824,51
827,1359,86
876,437,46
876,1124,66
876,1131,95
876,73,5
876,566,27
876,1145,67
825,362,41
825,291,18
825,290,61
825,793,70
825,856,50
817,437,16
817,598,92
817,596,13
817,830,66
817,1035,93
817,916,68
824,1188,73
824,1154,81
824,1190,33
824,1191,95
824,1061,74
824,1155,32
823,653,27
823,555,65
823,1174,17
823,1176,52
823,1177,66
823,1163,67
822,940,46
822,1182,62
822,1181,28
822,336,64
822,1166,53
822,1122,11
822,207,56
864,1226,45
819,848,6
819,849,55
821,365,5
821,376,59
820,1084,91
820,1088,84
809,578,81
809,625,94
809,850,75
809,1042,74
809,588,41
809,1081,18
812,1168,61
812,1162,86
812,842,8
812,1161,38
812,401,11
811,620,44
811,987,80
811,974,63
811,542,70
811,606,87
811,547,37
811,975,83
811,381,68
818,1170,77
818,1165,47
818,163,95
818,1133,60
802,1089,8
802,1138,45
802,1092,91
802,1120,56
802,482,17
801,924,32
801,1116,65
801,1117,66
801,1147,62
801,1152,46
801,1121,60
832,1224,95
807,298,48
807,761,76
805,457,58
805,456,89
806,765,67
806,764,52
804,845,54
804,807,3
804,280,1
804,1065,26
804,234,11
808,1022,77
808,255,13
808,1153,73
808,1148,90
794,894,70
794,1096,81
794,1099,94
794,1097,75
794,1098,28
810,1171,34
810,1172,20
810,1173,82
810,1160,56
810,1159,32
803,757,59
803,326,18
803,639,33
803,999,61
803,970,64
795,951,32
795,1100,65
795,448,87
795,450,41
795,511,93
834,1207,19
792,353,68
792,417,29
793,709,47
793,979,50
791,878,55
791,806,51
789,918,69
789,798,76
789,1052,83
789,1032,62
789,781,75
789,1035,5
790,647,84
790,527,78
790,884,11
790,523,1
790,858,82
788,941,13
788,404,66
788,1145,60
788,996,79
788,889,27
788,900,73
788,886,77
788,778,40
788,887,90
788,590,67
788,531,52
787,1104,63
787,646,64
787,1091,17
787,539,8
787,1093,45
786,622,2
786,976,80
786,642,6
786,1095,48
786,1105,56
786,395,91
755,1073,94
755,1047,50
755,1074,92
755,1075,62
755,1109,65
815,74,13
776,636,71
776,343,5
774,934,11
774,935,6
775,489,45
775,278,89
773,256,32
773,317,48
773,962,60
773,587,54
773,309,38
773,847,46
772,1107,77
772,1108,61
772,1000,75
772,576,79
772,430,47
771,1106,72
771,676,43
771,747,86
771,954,63
771,756,28
771,337,41
702,1008,18
702,1003,93
702,1004,16
702,1005,59
702,1006,83
702,959,73
648,336,56
648,853,62
648,207,79
649,356,19
649,233,60
649,168,17
646,205,84
646,693,67
646,254,87
611,211,13
611,236,27
611,269,62
643,963,38
643,420,50
643,260,47
770,942,17
770,1068,65
770,1070,64
770,978,56
770,1071,67
761,1090,86
761,1085,8
761,1084,35
761,1086,6
761,1087,72
761,1088,89
767,748,91
767,289,58
768,1011,82
768,1010,66
769,901,33
769,903,90
760,619,74
760,589,78
760,584,80
760,746,70
760,553,61
759,421,44
759,1066,63
759,707,53
759,366,28
758,947,37
758,438,64
758,407,5
758,828,75
758,394,29
758,783,46
756,563,58
756,885,89
756,520,55
756,1063,51
756,521,20
756,1062,84
697,800,41
697,725,90
697,730,35
697,974,46
697,975,33
757,652,65
757,571,67
757,1080,62
757,1077,52
752,966,41
752,1605,50
753,839,56
753,840,91
754,275,47
754,432,45
782,469,94
751,782,68
751,261,93
751,273,18
751,944,27
751,1031,2
750,233,60
750,638,42
750,637,25
750,406,3
750,937,26
750,232,1
750,574,11
737,1060,2
737,342,35
737,1056,61
737,934,54
736,618,72
736,702,33
736,1057,81
736,1058,50
736,706,6
700,1024,9
700,848,78
700,849,74
700,314,48
700,957,91
700,875,8
735,1049,69
735,1051,66
735,1053,90
735,1054,28
735,1055,38
673,862,33
673,856,86
733,356,52
733,369,76
734,915,77
734,914,29
732,770,63
732,149,34
732,428,6
732,329,41
732,953,82
731,623,16
731,1052,59
731,566,45
731,996,67
730,530,71
730,1048,75
730,979,83
730,319,2
730,864,44
730,710,55
699,906,9
699,878,84
699,806,1
699,203,53
728,332,33
728,1042,74
728,267,45
728,1041,91
728,634,8
728,1043,18
679,698,17
679,993,65
679,695,72
679,995,48
710,237,64
710,162,78
711,867,62
711,171,69
712,923,73
712,922,8
725,940,89
725,336,91
725,892,20
725,346,56
725,880,82
725,477,58
725,991,79
725,882,54
726,1039,68
726,1037,70
726,579,81
726,1038,90
726,1040,38
724,941,2
724,1035,73
724,257,67
724,778,42
724,887,26
723,500,9
723,910,41
723,423,61
723,909,53
722,1022,64
722,1036,18
722,1031,87
722,1032,75
722,73,47
655,971,69
655,959,73
655,970,67
655,543,28
655,962,45
655,774,6
719,377,37
719,414,35
720,380,16
720,375,5
721,673,78
721,568,82
742,775,92
635,626,72
635,934,11
635,935,3
635,615,29
635,937,54
718,1026,90
718,1027,28
718,1028,43
718,1029,13
718,1030,71
681,776,62
681,150,69
681,388,16
681,780,5
681,268,45
681,354,60
682,649,33
682,507,13
682,473,46
682,445,65
682,447,50
682,347,27
701,660,89
701,999,55
701,1000,82
701,607,32
701,1001,45
701,875,48
708,1019,13
708,1604,43
708,1360,90
708,1017,76
708,1018,89
708,1361,17
708,1362,50
708,1363,28
705,818,34
705,816,58
706,871,35
706,874,86
707,404,60
707,590,77
680,988,27
680,573,18
680,396,70
680,316,87
680,630,55
704,940,74
704,158,64
704,62,28
704,170,56
704,232,11
704,341,79
703,918,77
703,345,73
703,593,71
703,419,40
703,456,65
690,647,53
690,524,1
690,517,42
690,858,3
690,528,26
690,522,11
717,731,29
717,262,86
717,206,81
717,378,61
717,841,59
717,272,80
698,1022,47
698,1013,66
698,1010,3
698,1011,60
698,1012,67
687,269,73
687,944,2
688,927,59
688,930,27
689,540,32
689,860,46
686,855,6
686,729,33
686,752,44
686,425,79
686,973,28
685,621,5
685,978,45
685,544,17
685,996,52
685,470,54
684,768,87
684,830,76
684,720,60
684,271,39
684,352,66
677,988,8
677,986,84
677,863,37
677,908,53
677,989,35
677,664,6
675,932,58
675,990,48
675,880,56
675,991,1
675,882,25
675,259,11
533,762,75
533,746,55
533,580,71
533,553,52
533,755,66
533,752,63
672,919,46
672,481,54
674,440,2
674,441,80
695,99,17
695,62,56
671,400,68
671,838,62
671,799,73
671,239,52
671,928,67
671,797,45
670,972,9
670,751,61
670,973,17
670,535,56
670,401,84
669,984,79
669,656,55
669,981,54
669,323,3
669,982,38
667,660,64
667,726,46
667,727,78
667,729,72
667,723,48
662,964,28
662,1474,41
662,967,77
662,1475,43
662,966,86
662,1605,80
645,767,17
645,191,27
645,61,33
645,756,66
645,628,74
645,109,81
645,473,50
645,160,87
645,814,64
645,364,65
645,599,52
638,721,70
638,874,80
639,402,2
639,185,18
661,348,78
661,537,55
666,439,29
666,913,81
666,747,13
666,355,27
666,556,47
666,811,69
628,699,9
628,425,46
628,908,48
628,424,78
628,423,55
628,910,2
628,909,37
640,951,80
640,950,86
640,330,50
640,949,64
640,948,33
640,510,87
660,762,35
660,954,61
660,955,70
660,956,55
660,953,58
660,745,75
657,740,71
657,350,62
657,828,13
657,764,17
657,544,66
656,770,81
656,863,58
656,864,37
656,551,43
656,569,79
656,664,54
652,257,5
652,287,47
653,792,41
653,789,44
654,310,6
654,322,72
644,907,64
644,493,75
644,490,62
644,491,13
650,652,32
650,295,77
650,853,29
650,860,65
651,947,86
651,945,68
651,777,87
651,944,70
636,623,5
636,249,59
636,388,73
636,598,39
636,570,16
636,797,67
637,918,71
637,898,77
637,889,38
637,886,47
637,888,79
637,887,60
634,942,66
634,931,45
634,927,67
634,930,62
634,928,17
625,817,79
625,816,60
632,778,76
632,637,48
633,389,53
633,341,58
604,855,28
604,752,75
604,641,64
604,289,29
604,842,41
604,205,18
626,940,86
626,209,63
626,879,74
626,371,78
626,192,44
624,1244,77
624,817,3
624,479,43
624,232,11
624,341,54
624,638,52
623,857,68
623,914,81
623,915,39
623,829,46
623,780,16
623,73,71
622,933,52
622,921,17
622,919,32
622,920,74
622,481,45
621,941,66
621,916,60
621,922,56
621,923,67
621,917,5
621,417,65
618,158,28
618,170,41
619,795,45
619,794,76
620,459,73
620,288,62
603,437,5
603,841,47
603,596,32
603,780,67
603,64,8
603,781,52
617,932,72
617,215,11
617,808,42
617,280,56
616,1244,64
616,292,77
616,531,13
616,470,69
616,406,79
616,637,54
610,578,74
610,318,47
610,662,80
610,901,59
610,903,81
610,632,58
609,699,20
609,908,56
609,910,34
609,909,55
605,466,79
605,856,67
605,861,69
605,862,46
605,864,44
605,630,51
606,809,11
606,574,53
607,669,61
607,599,80
608,714,18
608,712,2
602,463,54
602,724,1
602,264,60
602,896,42
602,897,26
601,442,81
601,150,73
601,61,48
601,273,74
601,720,13
596,626,78
596,535,53
596,748,35
596,745,79
596,338,71
596,839,58
595,698,32
